Gene.refGene,Z_score
TRMT2A,0.066396341
MEF2C,0.088359134
CBFA2T3,0.079023262
AFF3,0.096700387
COG7,-0.017415858
MYB,0.099405671
PLXNA3,0.060990012
XRCC2,0.133754376
MMS19,0.066035256
ST8SIA5,0.096392019
CHPT1,-0.151328789
RPTOR,0.109121453
OR6X1,0.021192016
ACTR3,-0.210221644
UGCG,-0.099563512
OR4P4,0.068957979
ZAP70,0.039203437
LPP,-0.064283499
PTPRCAP,-0.106685973
IL12RB1,0.038143649
ATRX,0.104456461
CHST8,0.15395722
ARV1,-0.052004039
COX5A,-0.144117219
NMB,-0.08506111
EIF6,-0.192350987
GSTA1,0.004453412
POLR2L,-0.147879153
MPPED2,0.18560301
SEMG1,0.027153111
CHRDL1,-0.002699119
TRAF3IP2,-0.133851382
WNK2,0.06438918
LAMA2,0.022027163
LILRA4,0.080550734
PXT1,-0.01916024
FOXD4L3,-0.011344338
RLBP1,0.219413278
SLTM,-0.030263064
CD300C,0.019246026
APOBEC3D,-0.061338534
RENBP,-0.109422139
ATXN7L1,0.029647463
NID1,-0.184034248
TUBGCP3,-0.043780121
ITIH5,-0.111299499
CCDC110,0.077040891
C8A,0.075005728
NBEAL1,0.10933755
HOXC13,0.07848545
OR10G9,0.121371587
TFDP2,0.034432809
HCP5,-0.035230015
POLI,0.065510697
UCN,-0.038078643
ZNF764,-0.053678847
LOC100192204,0.059845116
C8orf45,0.072582721
FHL3,-0.08888024
SPATA5L1,-0.06554781
MMRN2,-0.066545162
NDST1,-0.11247801
COL20A1,0.189083799
ZNF248,0.100381494
PELP1,-0.181322992
MBL2,0.155314787
C5orf24,-0.077119204
RNF41,0.073831955
THOC5,-0.04564887
SERINC3,-0.157796732
HIST1H2AA,0.089273236
CDCP2,0.071663518
C11orf75,-0.143100398
FKBP7,-0.026742881
STRADB,-0.04551426
DDOST,-0.155960408
GPNMB,-0.166034208
TTF2,0.021212252
SLC39A14,-0.151460195
GPR137B,0.083231121
MECP2,0.017800365
PSMA1,-0.198656685
BCO2,0.140610106
C16orf73,0.073400334
TMEM60,-0.120809046
CSN3,0.103178842
RAB7L1,-0.1897999
NOS1,0.147489335
YBX2,0.100367096
SNORA5A,0.067849687
FUBP3,-0.075913018
ACACA,0.066635389
ABCG1,-0.019005878
ARL11,-0.030831628
ODF1,0.089898956
ATOH1,0.105829284
CREB3L3,0.091789137
TMEM127,-0.176673721
DSCAML1,0.239045479
LYPLA1,-0.007474552
PLN,-0.122955934
PRDM9,0.125593697
LOC100286844,0.036271824
INTU,0.17003781
LNPEP,0.006048256
YARS2,-0.036008072
APCDD1L,0.028429016
ZCCHC4,0.02665833
FBXO22,0.096738481
TTLL13,0.065390047
ZNF669,-0.007224169
PTGDR,-0.023121758
GJB6,-0.04213208
DDX27,-0.1794439
ASB8,0.036326919
PLP2,-0.24866938
MEPE,0.137069874
OR10J5,0.007009692
COQ7,0.016968636
C1orf101,0.10961229
RERG,-0.060745741
CHMP5,-0.143474428
FAM192A,-0.080198854
OR56A1,0.070948535
THAP11,-0.053981353
ZNF43,0.02423631
KRT13,-0.009632562
MRPL19,-0.096166328
ZRANB3,0.179364266
RBBP9,0.048287707
SPATA17,0.087047732
MAGEE1,0.030146839
OSTF1,-0.180882859
CNTN4,0.142567671
LCE1B,0.081569237
RAP1GAP2,0.099777381
ZNF154,0.046705287
C3orf64,-0.104367389
PON1,0.076762853
SYT5,0.105765732
ATP4A,0.18228349
GNPDA1,-0.105373151
MGAT1,-0.103905951
SLC35B2,-0.094020876
PGAP2,0.032658579
MIER3,0.07012051
CHEK1,0.036880322
ZNF8,0.15371736
CKB,0.115518933
RTN3,-0.095182021
FZD2,0.024353834
PART1,0.024085887
PSMB6,-0.130890434
MRAP2,-0.038877873
PCDHB8,0.004078284
PHC3,0.068223044
PPP1R8,-0.136605842
NOVA2,-0.095870648
TNFRSF11B,-0.101369167
GOLPH3,-0.128688412
UBLCP1,0.026009057
TTLL1,-0.062824987
OPN4,0.164765022
TLX1NB,-0.009204497
MIR10A,0.055313993
ZPBP2,0.051755762
HSD17B11,-0.197517831
C9orf50,0.085909705
HDGFL1,0.009093867
DHDDS,0.010566388
CTSW,-0.056250268
NEFM,0.161168426
TNNC2,-0.080721065
DEM1,-0.013730082
MRPL28,-0.065061512
SYN1,0.028211621
LOC641298,0.136429802
PIGV,-0.076624859
ZIM2,0.13278178
APBB1,-0.070594418
SND1,-0.10480698
B4GALT1,-0.031907799
CHD3,0.009308363
RNASE2,0.041383415
BCAP31,-0.212341933
SLC25A44,0.029829271
CHD6,0.165157863
SELS,-0.185152718
LOC728377,0.023759155
LOC541471,-0.045941113
FAT2,0.081078074
ZNF81,0.071740203
OR4C16,0.013160525
LRRC4,0.012735326
CS,-0.0476606
SPICE1,0.110273574
N4BP2,0.162697633
ZNF318,0.085250121
IGFBP7,-0.232013549
NDNL2,-0.085328479
SIRT4,0.138839663
EXOSC10,-0.065479613
ECE2,0.09581545
OVGP1,0.058512138
FAM194B,0.162581577
GTPBP3,0.070367361
PACS2,0.0893302
ARL4C,-0.100836553
UBQLNL,0.098775194
PLEKHG2,-0.005309174
GAGE13,0.049045948
NCEH1,0.092668471
AQP4,0.039980883
GALR1,0.08448737
FBRSL1,0.013119394
DCUN1D3,0.044631644
PAN2,0.068454011
CCRN4L,0.004204214
OR8A1,0.107771126
CBR4,-0.145498679
SLC7A14,0.133801402
POC5,0.179341593
LHX5,0.085623922
F8A3,0.07231726
TRPC7,0.166038378
LPXN,0.023185428
SERPINA1,-0.11924426
LOC285441,0.026679406
RPS13,-0.130625125
PRKAA1,-0.161030582
FADS2,-0.132401061
ENAH,-0.020189075
PRO1768,0.035981815
C3orf33,0.026395565
LIPH,0.053738418
RCC2,-0.076289826
CYP4F3,0.057344134
ALDH1A2,-0.04176195
RNF103,-0.10087143
AHCY,-0.166736024
LOC440461,0.015036651
ALG12,0.019900951
CCL17,-0.002578651
ZNF543,-0.003699668
ESRRG,0.245459632
C7orf70,-0.108814071
CNGA1,0.25488977
RDH5,0.030810276
OTX1,0.073722275
PTGFR,-0.030035727
CDR2,0.068097552
SELE,0.038903178
NLGN2,0.054679271
EXOSC9,-0.100652634
ZNF566,0.020642636
KIAA0196,-0.162773819
GPR12,0.19784969
FAR2,0.003408657
PDRG1,-0.13853091
SSR3,-0.172065519
MSI1,0.198504241
CC2D1A,-0.022813427
CST9,0.128648516
PLAGL1,-0.105404284
PCDHA11,0.080067461
SNORA13,0.035459884
FAM188A,-0.013326644
RNF2,-0.02558458
KLF6,-0.117673411
ZNF778,0.064786301
NR5A1,0.046412679
THBD,-0.164607102
ABCD2,0.109523138
DNAJC7,-0.03559802
TM2D3,-0.101250293
DCD,-0.015889404
FAAH,0.015540457
POLA1,0.090608603
TM7SF2,-0.069618092
FLOT2,-0.205985669
MAP4K1,0.122119355
OR5M1,0.050358989
SRP68,-0.183296331
ARPC5,-0.197774829
ZDHHC4,-0.162616702
ANKRD42,0.019593296
ABCA8,-0.044236991
PDE9A,0.104478099
NDUFS2,-0.165759446
UBR5,0.037857769
BTBD16,0.061109661
ZNF20,0.06760043
METTL10,0.000829015
WDR17,0.26615385
C15orf33,0.136519492
RNF113A,-0.071124342
CAMKK1,0.116921351
CLCN2,0.089845765
ANXA6,-0.120562677
EMID1,0.020459647
DPM3,-0.117403972
SLC25A13,0.091008394
SMPD1,-0.229458572
KRT24,0.00916211
TH,0.179034548
COL6A2,-0.174541872
GPR126,0.01999097
ANKS1B,0.143140075
TMEM47,-0.115707764
MFSD2A,-0.024550283
ZC3H12A,0.018114365
C1orf88,0.038301196
C2orf51,0.123141676
CNTF,0.056255252
HSF2BP,0.055477961
AKAP10,0.078926631
RPAP3,-0.094629154
KLHDC8B,-0.114622675
STOM,-0.186730012
PLEKHA3,0.009996598
LOC283335,0.007737566
TCP11L1,-0.051424964
CWF19L1,-0.102651482
ARPP19,-0.179519916
SPEF1,0.096188481
YSK4,0.044307098
ELN,-0.008013142
SAMD8,-0.0536064
MPI,-0.075650298
MEPCE,-0.102924274
LNP1,0.088059353
ABCC3,0.089435373
RRAGA,-0.228545708
KCNK17,0.037438627
HLA-DMB,-0.127512751
ANGEL1,0.064104859
CPN1,0.112268428
OR9G4,0.14068023
EDNRB,-0.067241101
FAM167A,0.010876244
SCD,-0.122959841
C14orf80,-0.036419817
MIR106B,0.031394076
RCVRN,0.209797628
SHANK1,0.142257546
NLRP7,0.10111793
CD226,0.123128862
UBXN10,-0.040396701
STAT3,-0.114208227
SYNJ2,0.005358653
WDR36,-0.038717628
TPCN2,0.002013486
KRTAP10-6,0.079921757
MBD4,-0.017311631
SLAMF8,0.017031915
ATN1,-0.114880126
ST3GAL6,-0.105169604
ROBO1,-0.03018369
GPR141,-0.026931135
KRT36,0.10859273
TPH1,0.072036694
ZSCAN29,0.052857473
DDX52,-0.035555673
TRPT1,-0.000936456
HARBI1,0.025842996
ZNF296,0.01051689
NOP16,-0.096543972
DPEP3,0.111934252
DENND4A,0.22746097
TSPAN16,0.094499547
CAP1,-0.141595791
EIF5A2,-0.03507437
NT5DC3,0.016387457
SEZ6L2,0.182350994
SEPT9,-0.195918438
EGFLAM,0.153763669
VPS11,-0.144500936
NDUFB5,-0.128867996
CIDEA,-0.018118503
TMEM214,-0.127969118
IER5L,-0.071774463
FAM83C,0.155383918
N6AMT1,0.119202693
OXR1,0.100074217
IRX1,0.092152791
DGKB,0.165470745
FBXW9,-0.004203145
WDR4,-0.078769916
PDC,0.258085657
VPS33B,-0.001371352
HEXB,-0.158814423
MIR24-1,-0.000986169
TCEB3,-0.118193479
CRLF1,-0.009837917
ABI3BP,-0.020365165
C8orf22,-0.023470005
PRR15L,-0.023166168
CDK5R2,0.158764614
WAS,-0.049255446
C12orf60,0.058776837
CCBL2,-0.092901736
MADD,0.192250434
C5orf34,0.049007654
KLF12,0.160700969
HSPA1A,-0.153674256
ITM2C,-0.097064795
DAPK2,-0.099812568
SUMF2,-0.284506423
CENPA,0.133475858
TMED5,-0.168710283
TCTEX1D2,-0.02247072
CDH6,0.032851569
BRP44,-0.03028982
THG1L,-0.118643315
GABRA2,0.092848575
C14orf166,-0.160547608
MYL1,-0.044313031
TNFSF18,0.048315597
PPIB,-0.208945
SCARNA11,0.045824338
KLHL4,0.108062886
CCDC127,-0.088953157
SFN,-0.027485575
CALY,0.037848902
GOLGA5,-0.129484131
SNHG7,-0.159475885
OR5AN1,-0.021619926
LACE1,0.1568301
OR10K2,0.01393916
CENPN,0.08543073
TMED2,-0.17691431
ANG,-0.109825866
ATG13,-0.073449419
LOC678655,-0.025110732
OR5AC2,0.087685765
U2AF1,-0.199291913
NMT2,-0.011260949
CASC2,0.064441824
OSGEPL1,0.156983217
DFNB31,0.078052498
SLC6A20,0.123647455
DKC1,-0.147184806
WDR64,0.125028559
FXYD4,0.094999042
CREBZF,0.079511078
PRPSAP1,-0.044635152
GCHFR,-0.079532435
UBD,-0.061836849
RPL6,-0.164513359
DNAJB6,-0.200386038
NAGS,0.02952751
KERA,-0.001872087
RFX8,0.137251591
FRMPD2,0.229100916
UBE2B,-0.07217994
MT1X,-0.130573092
KEAP1,-0.148996093
OMA1,0.125283928
BCL2L13,-0.102901483
ABLIM2,-0.028548909
JAZF1,-0.098010345
CCDC30,0.084458279
S100A8,-0.179525851
ARFIP2,-0.079881619
UROS,-0.009313407
TRAPPC10,-0.018264046
KHDRBS2,0.157029272
POLQ,0.092580967
SOAT1,-0.029124683
SPAG4,0.059751066
MRPS30,-0.044080907
LOC494141,0.109319462
LOC100132396,-0.038783368
KRTAP21-2,-0.01537149
ORAOV1,-0.090464854
TCEB3B,0.101243473
ADAM21,0.056832329
GDPD1,0.11089685
SPINLW1,0.037427319
KCTD9,-0.036375057
PRR14,-0.05009556
PRR11,0.169695757
SKA1,0.038235815
NUDT3,-0.058565677
DFNA5,-0.03573202
GABPA,0.078994986
ZNF260,0.014381003
POLB,-0.027850165
SPACA5B,0.091331874
SEC31A,-0.184432591
IGJ,-0.114011179
TRIM58,0.0024129
TAS2R14,0.089805721
VPS8,0.06780979
H1F0,-0.182020144
UGT2A1,0.181670166
TOR1B,-0.122557702
LSS,-0.149591044
TMEM100,-0.134248128
OR51M1,0.040034969
GAPT,0.029333323
ISG15,-0.125373077
CCDC142,0.012220738
ZCCHC14,0.024097211
CREBL2,-0.026421716
TGDS,0.08229082
KCNQ1DN,0.060292557
CACNA2D3,0.085916363
ZNF429,0.010289453
TPRA1,-0.005395554
CCRL2,-0.008281336
LYPD6,0.151641535
SUCLG1,-0.119474168
OR51I1,0.110749449
MAGEH1,-0.131090194
PRPF40A,0.05291389
SMR3A,0.019244141
THAP2,0.082766246
IRF4,0.07952092
NPY5R,0.050495369
OR10S1,0.154249411
DTD1,-0.05171575
TUBE1,0.0711256
CCDC149,-0.052656033
DDX19A,-0.18282626
PDPN,-0.075643846
MIR423,0.056097692
MGAM,0.070231148
COL3A1,-0.087707437
GFM2,0.062464978
PSG9,0.142242219
ARHGEF11,0.06625094
IVNS1ABP,-0.061905339
SIGIRR,-0.094422207
DUSP19,0.047045986
DNAJC14,-0.154924095
ACSS1,-0.093965548
UBXN8,-0.137783087
IL1RAPL2,0.104932814
SEPT4,0.100257473
LANCL3,0.070002689
SPAG17,0.12192393
PRDX3,-0.220168063
HNF1A,0.140494507
P4HA2,-0.1734207
MOV10,-0.032256753
RFWD3,-0.008375177
SMC2,0.032717477
PECAM1,-0.16071576
TMEM9,-0.066089705
MIXL1,0.080648067
ZNF174,0.005959167
PEX2,-0.096625768
MYH14,0.015608278
LRRC52,0.144998292
VPS37C,-0.040237534
GPATCH1,0.041849298
B3GNT8,0.017603601
TBX4,0.08241694
MIR636,0.076191605
CNR2,0.067404157
PCDH1,-0.163634219
TPRG1,0.052882062
OCIAD2,-0.095286664
PLCG2,-0.005850781
KIAA0247,-0.078963517
HRH3,0.083547531
CAPN13,0.171376979
CCR1,-0.017265145
UVRAG,0.110107517
DNAJA2,-0.044277135
PTPRN2,0.12274203
ITGA2B,0.089956174
CLDN5,-0.174648632
PSAP,-0.173184364
ZNF512,-0.069322501
CCDC140,0.129937918
LRRC55,0.090992871
NCS1,-0.072775038
CYP26C1,0.10016612
C8orf47,-0.005651377
LYN,-0.07024274
DUSP6,-0.122436976
TGFB3,0.044389555
PCDH11Y,0.093204524
ELK1,0.026266465
C17orf58,0.02869683
MYO3A,0.225874172
AARSD1,-0.026277573
SERPINE2,-0.150310818
ADAM33,-0.006180431
MAPK6,0.048101719
ZNF491,0.026291701
TCN1,0.061002348
PPAN-P2RY11,0.072269195
KRTAP19-2,0.081549485
SLC24A6,-0.034271307
UBE2R2,-0.141042361
LRRC24,0.138982754
RNFT1,0.006411477
H1FNT,0.056273145
TATDN2,-0.018816427
LILRB1,0.061616561
FAM65B,-0.046357218
BEND2,0.11848434
NUCB2,-0.000475739
SNX27,-0.05922785
MTA3,-0.103460536
FOXO4,-0.206551901
ID4,-0.065476241
SOX5,0.13911555
OR52M1,0.018921152
SFT2D3,-0.113601157
INA,0.208469085
MCOLN1,-0.058658126
NFIX,-0.123425364
CLEC14A,-0.111757561
HIBCH,-0.067990008
PLA2G5,0.066785574
TIMM10,-0.116792866
MED17,-0.061731456
COL4A4,0.149458686
TPP1,-0.097468556
GJA3,0.049543912
LOC729156,0.137705117
TMPRSS5,0.151408061
ENPP5,0.091417689
DNMBP,0.050523754
NQO1,-0.143788642
ZSCAN2,0.029470296
SEC24C,-0.132637205
GTF2A1L,0.063394945
AXIN2,-0.01942678
C16orf13,-0.080675919
TAF1,0.075081069
SPNS2,-0.080134509
AP1G2,-0.014653215
RBM42,-0.054858807
HCN2,0.100376477
EFHB,0.061348112
RUSC1,-0.083614086
GRIK5,0.073875557
USP21,-0.075519162
ATAD3C,0.080760959
ORMDL2,-0.069248606
GGT7,0.072635502
FAM177B,0.035486971
PSAT1,-0.133448169
IFNG,0.03870005
TBC1D1,-0.109454236
OTOS,0.110923087
TGM6,0.137927367
ZNF773,-0.012381449
EMD,-0.186915514
RETN,0.078436813
APH1A,-0.198123287
CCL8,0.034028594
SLC6A19,0.170523346
COX18,0.016726825
GTF2IRD2,-0.031319668
PAFAH2,0.112891722
CCDC82,0.004706177
NPEPL1,-0.033519883
TP53INP1,0.003384104
ZNF300,0.027568611
FOXL2,0.019409809
LATS1,0.04027
FDXACB1,0.051046369
HTR6,0.058160471
SPOCK2,-0.048761028
RNF144B,-0.039579942
HTATIP2,-0.269661393
FGF2,-0.076812127
FXYD7,-0.005204323
PHYHIPL,0.115130372
GPR34,-0.062863224
DDX6,-0.009663443
OR10W1,0.113969902
C15orf53,0.138437755
LHFPL1,0.096242789
VPS28,-0.187360667
AP3M1,0.007979093
TRAF4,0.024453896
ZNF460,0.008756533
OR2B11,0.109935776
C19orf12,-0.07689575
AKAP9,0.146916986
HNRNPAB,-0.217428379
SLC20A1,0.030438294
LDB2,-0.055921409
MRPS23,-0.083587243
KLK5,0.054545454
SPTB,0.070461964
PGAP3,0.072131305
EFEMP2,-0.202347078
EFNB2,-0.041754584
PCM1,0.097431131
NMNAT3,0.055099556
C8orf40,-0.119663421
TSG101,-0.194695822
NOB1,-0.159733837
GTF3C4,-0.065094378
ABHD3,-0.052756551
PIGN,0.148091521
AEBP1,-0.207176082
PLBD1,-0.155725678
ABCA17P,0.160203121
ANKRD2,0.000543968
OR9Q1,0.108330108
CCL28,-0.02439847
TRIM38,-0.175152608
TMCC1,0.004692909
PLEC,-0.044066471
SMG5,-0.078342884
LRRC7,0.200370519
NCAPD2,-0.080531519
OTUD6A,0.126995883
DCP2,0.095061369
GLYR1,-0.037495334
RPL18,-0.195686568
LRRC37A3,0.062483802
TMEM177,-0.091187313
LDHC,0.019868025
UBE4B,-0.017146704
PAPL,0.062340397
NIT1,-0.004453603
BTN3A3,-0.101722395
RASD1,-0.082692001
COMMD3,-0.114405613
SHFM1,-0.074435342
BIRC8,0.027895068
DUT,-0.071370216
LY6H,0.053290087
C12orf51,0.161753626
LRRC59,-0.215807789
LARP1B,0.053727556
EDEM1,-0.18467524
OR2L8,0.097521971
ADH1A,-0.103698235
PANX2,0.059948568
CYP11B1,0.114639994
CDC73,-0.016243849
ANGPTL6,0.082916715
GPR172A,-0.121736993
GSTM3,-0.129061317
ZNF280B,0.134861387
C19orf54,-0.030314761
EIF3L,-0.170340865
KCNA5,0.107260343
SERAC1,0.140264961
NFATC2,-0.023023099
ANAPC5,-0.190210492
C15orf24,-0.1500061
NFATC2IP,0.028733538
TNRC6C,0.138053238
FAM55B,0.088458975
CCDC144NL,0.074444226
FGD5,0.003752991
MED9,-0.173237284
KRT16P3,0.074648638
RAB13,-0.197043641
CRYGS,0.03002111
COX6B2,0.005861377
PHF14,-0.035892247
FAM3A,-0.001385214
RPL13,-0.17821243
PRDX2,-0.096359453
TRIM10,0.122927387
PRMT3,-0.011403608
GCNT4,0.020643876
GPRASP1,0.035359238
CDKN1C,-0.157110128
RHBDL2,-0.003523475
HSPH1,-0.10909061
AQP1,-0.188338334
COL17A1,0.10173121
GFAP,0.039057329
CDC16,-0.076006202
C6orf118,0.101358368
KIAA1614,0.071393302
KIF24,0.226612915
FAM83F,0.049151122
UBA2,-0.173285044
LYNX1,-0.134270819
XG,0.057521222
KIF13B,-0.001878304
PRSS16,0.059296811
SYNPR,0.145088444
SUGP2,-0.025677526
KRTAP4-1,0.003200739
PCDH9,0.091093608
RBM18,-0.053396449
HIST1H2AH,0.026374617
ZNF626,-0.020984718
HEXIM2,-0.00025489
ITFG1,-0.144076213
TUBG2,-0.102233536
IGFL3,0.011530933
EXTL1,0.003278652
GBP3,-0.13051238
RARG,0.040840821
MYO7A,0.181529066
CECR6,0.054164075
ACVR1B,0.013134086
PSMD1,-0.086305054
C7orf31,0.032051177
ILVBL,-0.036597388
SNORD56,0.126189247
C11orf36,0.042909342
C9orf170,-0.015380534
IFNGR1,-0.209748941
RNF186,0.04918298
NOL9,-0.097045238
MAGEL2,0.091791859
SLC29A2,0.070865974
RNF219,0.109099752
PSORS1C2,0.147594345
LOC84931,-0.002108829
LCN6,0.067978204
ORAI2,0.015864296
CDC123,-0.157424079
MSLN,0.031948521
UBE2Q2P3,0.082452608
ZNF700,-0.013392358
WWTR1,-0.135817742
COBL,0.064750866
PPP1R16B,0.046531258
GAS7,0.020341828
MDN1,0.096925133
HAAO,-0.001112667
HLA-DRB1,-0.197409703
C9orf68,0.11986982
TNFAIP2,-0.181486832
FOXN1,0.015342169
ATP6V0D2,0.185524069
RPL41,-0.165897274
ARHGAP6,-0.067928242
CRSP8P,0.005818995
SLC38A1,0.011988952
PHF20L1,-0.025880044
ADAD2,0.111400993
MCM3AP,-0.125361441
ST3GAL3,0.026339335
SNX1,-0.038571819
ELF5,0.124982762
RBM8A,-0.075521629
PARP3,0.023789012
LINGO4,0.127028447
ITGA9,0.048440575
ZFR,-0.08033406
FAM190A,0.233199568
ACSL6,0.168978939
DAOA,0.045183234
FABP4,-0.148427347
KCNB1,0.249524889
CANX,-0.054035752
SLC25A28,-0.020030277
ADIPOR2,-0.189923403
TMEM150A,-0.072657878
ECHDC2,-0.057505856
FRZB,0.121572269
DMRTB1,0.016747893
APOBEC3G,-0.102664443
CATSPER2,0.21368837
CUEDC1,0.00932494
CLDN8,0.097947256
RP9P,-0.007830526
E2F6,-0.009820861
TMEM126B,-0.00522011
DPY19L4,-0.002509235
GIMAP5,-0.156226814
CTPS2,-0.040881072
NDUFA9,-0.049701104
EGLN3,-0.099512936
PITX3,0.108267883
OR52E8,0.149080258
MRPL42P5,0.022959494
GRM4,0.10745736
TRIM64,0.072527618
SHISA2,0.147557355
KLK1,-0.0644836
GPM6B,0.090660832
RRAGD,0.012389836
PAGE5,0.117435509
UCHL5,0.097791572
ULK3,0.02253622
WDR86,0.024175843
AIM2,0.074916883
PNO1,0.115120346
OR2F2,0.13792585
GNAT2,0.277811558
ZBTB44,-0.024252095
SIX1,0.020737366
TIMP2,-0.173299771
ST13,-0.101617333
ZMAT4,0.121714358
TECRL,0.106312708
GTF2IRD1,0.025696853
OCM,0.074035369
ZNF19,0.051900894
TRAPPC2P1,-0.09430295
ZNF714,0.045972215
RSC1A1,-0.053036989
C9orf80,-0.021281472
PSMA8,0.046511672
TMEM141,-0.116653576
COX4I1,-0.156757372
CTAGE1,0.109863169
DTWD1,-0.038425215
HSD11B1,-0.097115718
KRT6B,0.116357892
SUMO4,0.004925965
ARID4B,0.115982691
LHFPL3,0.18032703
WWP2,-0.098664647
ZNF326,0.0588682
CTSH,-0.221616707
RGPD1,0.131351544
FASTKD1,0.082122989
PAF1,-0.132378623
TTC9C,-0.05739191
IFT57,-0.00694964
PRSS36,0.078661855
IL20RB,-0.02224194
ZNF592,-0.061200264
CFP,-0.015829343
DCTD,-0.185312564
MFNG,0.041416943
ALDH3B1,-0.078292103
THSD4,0.028830758
KCNJ5,0.165321616
LMNA,-0.184354269
TBCD,-0.079122276
ZNF250,0.055127283
CASQ2,-0.091488371
PEG10,0.088695104
PRAME,0.009075553
TRIM59,0.044638865
ZNF12,0.049829647
SRSF5,-0.05958902
SIGLEC7,0.12637921
FAM70A,0.096815345
PANK4,0.009566041
SNED1,0.047285797
HIP1,-0.044529221
RAET1E,0.080141248
AHNAK2,0.071859194
TOE1,0.152450603
RECQL4,0.069370399
SPRYD3,-0.176960796
DPAGT1,-0.051475394
MAGED2,-0.184306646
TRPS1,-0.004243425
ANKRD55,0.085633574
DOK7,0.152293029
TFPI2,0.036995819
GTF2H3,-0.076160554
CYP4F11,0.065989671
LHX2,0.13267395
ATG16L1,0.071758927
PTH1R,-0.031909061
ASB12,0.032366372
C1orf116,-0.000384443
NF2,-0.108428721
POM121,-0.065587601
PHYHD1,-0.056571305
TXNDC17,-0.081344266
TRNP1,-0.031031299
NUP62,-0.038014422
MYO18B,0.11177252
PRAMEF1,0.062749417
RSPH9,-0.010089105
TMEM168,-0.065350227
FJX1,-0.088675735
CLCF1,0.078936841
SEPN1,-0.176620423
NUDCD1,0.061212909
TFF3,0.024372634
NDFIP1,-0.068113703
CHCHD4,-0.114066922
CUTA,-0.175126809
TNR,0.188294305
USP44,0.081581398
DPP10,0.103470581
IWS1,-0.075834298
PCGF1,-0.001131143
SULT1C4,-0.050653333
PTPN13,0.16276044
PPP4R4,0.205039642
SSTR5,0.104076801
SFRP1,-0.12224352
SUOX,-0.131716268
IDH3B,-0.185203009
GOLT1B,-0.139548862
MIB1,0.066705972
SUSD1,-0.02907975
ICAM5,0.019530164
PAPOLB,0.081276395
URM1,-0.208272987
TMEM106B,0.047624144
LRIG2,0.120269012
SLC27A5,0.000232323
CLIC6,-0.00179248
ZNF420,0.092320828
SCN9A,0.119166229
IFITM4P,0.119025032
ELMOD1,0.140410011
PRKAG1,-0.10952999
FAM64A,0.066105149
SMAD5,0.01434295
INCENP,0.014253179
GARS,-0.120059296
WASF2,-0.260323341
CDK10,-0.105349596
HLX,-0.077365926
MDM4,0.041513962
ZNRF1,0.11210632
HHATL,0.037150559
C2CD4A,0.04362082
PFDN2,-0.088101839
ZNF200,0.053025194
NDN,-0.065357406
FBLN5,-0.228553197
PUM1,-0.062181369
C19orf59,-0.03658278
TNNT1,-0.038510357
RAB7A,-0.133178902
SNORA36C,0.1369739
CHKB-CPT1B,0.068811091
PMS2,0.022850369
HELQ,0.080747402
BIRC3,0.001319988
NRSN2,0.007062053
OR52K2,0.121713587
SPOCK1,-0.094332514
DCAF8,-0.096411727
H2AFY,-0.12895463
RXRB,-0.195687238
ZNF833P,0.063743598
ZNF638,0.039068788
ANKRD45,0.023949744
ACTN4,-0.168723002
FXC1,-0.12881796
EIF2B5,-0.134277383
PINK1,-0.074434945
VPS33A,0.018025114
FAM106A,0.064178777
GAPDHS,0.086190217
MUM1L1,-0.001654517
PSTPIP1,-0.021309049
CNTNAP1,0.073916432
CYP26A1,0.100292874
APOL2,-0.152590289
TACC2,-0.066826673
COX7A2L,-0.051224212
HSD17B1,0.03926186
ARRB2,-0.082439106
SLC7A6,-0.090227771
HSD17B10,-0.198143912
NUP155,0.008989882
MRPL10,-0.0819531
CYCS,-0.015931359
TECTA,0.07215645
SNORD19B,0.030296873
GNAL,-0.038091482
ID2B,0.063091892
LPO,0.206910638
KIAA0895L,0.043773363
TPRG1L,-0.199446927
PEBP4,-0.011425882
TAF9B,-0.037168556
IMP4,-0.206651378
RPA4,0.02777476
G2E3,0.07928064
NDUFS1,-0.088930384
UPK1A,0.035188592
ARRDC2,-0.135443034
AES,-0.189082754
CD2BP2,-0.111024014
NDUFAF4,0.00635028
C16orf54,-0.0334062
FGFR1,-0.123219828
UGT2B17,0.045700287
CHRM5,0.04026282
CEACAM6,-0.013192548
AP3S2,0.034499717
CERK,-0.025807958
CLCNKA,0.094930313
ANKS4B,0.090815796
ZNF208,0.118494631
HLA-DRB5,-0.165493822
GOT1,-0.01790662
CASP6,-0.091318193
NUDT17,0.004644443
HOXA1,0.049535539
RCL1,-0.038240826
RAB40B,-0.064188176
ZNF181,0.073547293
MRPL38,-0.207627321
PIKFYVE,0.07606022
LRRN2,0.013791528
C3orf25,0.093992264
OR5D14,0.061090341
BET1L,-0.121783448
FRY,0.144623048
CSF3R,0.013483829
POLR3K,-0.070917608
LBX1,0.15300903
ATG2B,0.115599108
FUNDC2P2,0.050850951
EPS8,0.065655753
DARS,-0.134620821
DAD1,-0.157401016
OR6B3,0.055294517
RIOK1,-0.081384367
HERC2,0.107601998
HSD11B2,-0.022997151
ZNF48,0.056756333
FAM96B,-0.168845399
BSN,0.189632437
CAND1,-0.037348656
ACTR10,-0.085680961
HCST,-0.13595653
OR8D4,0.03869614
NASP,-0.108195623
COL9A2,0.071534138
GPC5,0.079226313
